source,split,profile,row,method,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
chirp_9db,validation,long_gaps,12708,dictionary_48,4.687801429268851,0.9623978325078547,1.876599949152139,0.0,1.5503445971873155,0.4193665670454108,0.36844872793537126
chirp_9db,validation,long_gaps,12945,zero_fill,1.778340980478695,1.0,1.2548483791846479,0.0,0.5881309975776746,,0.8910139989948552
chirp_9db,validation,long_gaps,12945,linear,1.9089269234329556,1.0734313297549436,1.3957688745142762,0.0,0.6313182387999047,0.003636734943906582,0.8743340513683469
chirp_9db,validation,long_gaps,12945,pchip,1.9596201253767054,1.1019372251373376,1.4378155753718505,0.0,0.6480834394879968,0.0027609126300264567,0.8676751721488867
chirp_9db,validation,long_gaps,12945,autoregression,4.138608770635335,2.3272301634309196,2.7034314706570584,0.0,1.3687161976114814,-0.19996370706056335,0.5750645940380149
chirp_9db,validation,long_gaps,12945,pca_r32_l01,15.442461823943885,8.683633787591777,7.463692038869191,0.0,5.107114202095553,-0.4603591666372834,0.004728809780811675
chirp_9db,validation,long_gaps,12945,pca_r64_l01,5.094156931232867,2.864555778195933,3.090823691164032,0.0,1.684734047447266,-0.33388401341597285,0.45139579820475345
chirp_9db,validation,long_gaps,12945,pca_r96_l01,2.881196806378337,1.6201599344591242,1.8569313812002355,0.0,0.9528662784888244,0.048521251317609565,0.7509564890985359
chirp_9db,validation,long_gaps,12945,pca_r64_l001,13.106977510589255,7.3703399148239335,6.404799544952769,0.0,4.334725366591953,-0.3356308049148927,0.09471195901201526
chirp_9db,validation,long_gaps,12945,pca_r64_l1,2.4486415450373493,1.3769246572601743,1.623528045700448,0.0,0.8098120722637241,-0.22841068657707944,0.7961750691507784
chirp_9db,validation,long_gaps,12945,template_1,1.741071521235293,0.9790425685217187,1.196873050135384,0.0,0.5758052824956872,0.25462784779049535,0.8959086543374798
chirp_9db,validation,long_gaps,12945,dictionary_8,1.7359130614074445,0.9761418538193786,1.2073296085146494,0.0,0.5740992822641117,0.3483225670528914,0.8972266499870839
chirp_9db,validation,long_gaps,12945,dictionary_24,1.7131050973707556,0.9633164371602239,1.1410217136456502,0.0,0.5665562571700138,0.38118073098478233,0.900140816714839
chirp_9db,validation,long_gaps,12945,dictionary_48,1.6307538275274978,0.9170085182924427,1.0595422924872004,0.0,0.5393211346505595,0.434103995406424,0.9095175584679438
chirp_9db,validation,long_gaps,13181,zero_fill,3.6773155690008226,1.0,1.5822522184345433,0.0,1.2161578109852698,,0.4089086825013285
chirp_9db,validation,long_gaps,13181,linear,3.684027510959036,1.001825228711616,1.6373681845508603,0.0,1.2183775771397363,9.127975402725968e-05,0.40552704482552804
chirp_9db,validation,long_gaps,13181,pchip,3.684661772620641,1.00199770824178,1.6445675233239518,0.0,1.21858733946758,0.0008247130108012658,0.40518825286989585
chirp_9db,validation,long_gaps,13181,autoregression,3.670079417708316,0.9980322191129023,1.5627899196876025,0.0,1.2137646788891183,0.08059188205529105,0.4129037906235359
chirp_9db,validation,long_gaps,13181,pca_r32_l01,4.141327756341435,1.1261823138737834,2.2517809236221624,0.0,1.3696154176110664,0.13427096779898315,0.3293297465336744
chirp_9db,validation,long_gaps,13181,pca_r64_l01,3.599963738690819,0.9789651366986105,1.6833535590035038,0.0,1.1905760976782773,0.22852227195432281,0.4527722341220038
chirp_9db,validation,long_gaps,13181,pca_r96_l01,3.7873120226959225,1.0299121605505799,1.6380252880790334,0.0,1.252535718682303,-0.1310435605218032,0.3507678690225034
chirp_9db,validation,long_gaps,13181,pca_r64_l001,3.443847763346693,0.936511348761519,1.6756392340931132,0.0,1.1389455918726714,0.43490288678202743,0.555391098869974
chirp_9db,validation,long_gaps,13181,pca_r64_l1,3.7605360269309775,1.0226307632207825,1.6525028117691651,0.0,1.2436803904447824,-0.0704447007538,0.36551804170025337
chirp_9db,validation,long_gaps,13181,template_1,3.4000491491719633,0.9246008631496926,1.504365872458522,0.0,1.1244605617632208,0.3951767501553639,0.5392319849002062
chirp_9db,validation,long_gaps,13181,dictionary_8,3.7332580201442283,1.0152128502690907,1.702030420805503,0.0,1.2346590376673736,0.020828036680198038,0.38195287855284604
chirp_9db,validation,long_gaps,13181,dictionary_24,3.6376022417868525,0.9892004571082376,1.661031816987567,0.0,1.2030238625423824,0.16284497870889567,0.43127767940071904
chirp_9db,validation,long_gaps,13181,dictionary_48,3.368617442043357,0.9160534033141619,1.5488970546075902,0.0,1.1140655017201573,0.4511322308138149,0.5561348146029886
