sample,modality,degradation,method,PSNR_dB,SSIM_global,MAE_8bit,RMS_contrast
31,thermal,severe,nlm_only_conservative,15.646878010178064,0.7229793936991877,37.73401041666666,31.98115973616449
31,thermal,severe,bilateral_only_conservative,15.63534604925877,0.7207593235060353,37.9115625,31.46788895257888
31,thermal,severe,gaussian_clahe,14.581899812228343,0.74113457897758,42.708958333333335,42.14287019520538
31,thermal,severe,median_clahe,14.487298288851726,0.7330654219665018,43.1639453125,41.71144401260708
31,thermal,severe,bilateral_clahe,15.510793543060899,0.7830728184394027,39.15171875,42.026122151758855
31,thermal,severe,nlm_clahe,16.22441682260664,0.814398824634496,36.00954427083333,42.965627595499214
31,thermal,severe,nlm_clahe_unsharp,16.213396215688608,0.8144617733930961,35.94251302083333,43.284536426005495
31,thermal,severe,auto_mask_telea_inpaint,15.197453044014608,0.6921977411585459,38.60329427083333,33.92028379715201
31,thermal,motion,degraded_input,18.56031170119272,0.8771643774692477,26.083059895833333,45.47632006933026
31,thermal,motion,nlm_only_conservative,18.68708827677844,0.8801315160836535,25.98162760416667,45.019501775973644
31,thermal,motion,bilateral_only_conservative,18.602522941961002,0.877245791782669,26.299049479166666,44.696454255137525
31,thermal,motion,gaussian_clahe,16.625660331630286,0.8490737426194376,32.96989583333333,50.85353247045592
31,thermal,motion,median_clahe,16.609927831073342,0.8475199369879739,33.016940104166665,50.58733895753962
31,thermal,motion,bilateral_clahe,17.363979034532694,0.8718196387664473,30.218541666666667,51.94964168959181
31,thermal,motion,nlm_clahe,18.06349266612818,0.8902992820448075,27.493736979166666,53.22334964673026
