source,split,profile,method,row,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
am_9db,test,mixed_damage,pchip,17799.027777777777,3.2799266317962346,1.0020901254318768,1.6150664790178868,0.2557293135050768,0.8633718210286153,0.0013976133256707645,0.3776466307452629
am_9db,test,mixed_damage,template_1,17799.027777777777,4.342446466938551,1.3291806851852896,2.063569622808878,0.2170081381126425,1.1275972247544084,-0.05670615843848922,0.10775265747137211
am_9db,test,mixed_damage,zero_fill,17799.027777777777,3.2736728900398266,1.0,1.597183879311328,0.2557293135050768,0.861887857131763,,0.39310884772968424
am_9db,test,raster_image,autoregression,17799.027777777777,4.868128770455908,1.1064813243157317,2.7818591796715575,0.08077096380440053,0.8649774944421872,0.07303649310802858,0.40091955293146453
am_9db,test,raster_image,dictionary_24,17799.027777777777,3.694805112608762,0.8303178230754863,2.1106494144534604,0.08077096380440053,0.6586857422743843,0.5444755492104618,0.6873760947177594
am_9db,test,raster_image,dictionary_48,17799.027777777777,3.5989341633722867,0.8092709888537926,2.0528099007183975,0.08077096380440053,0.6419415398517896,0.5683080992562608,0.7093289240117558
am_9db,test,raster_image,dictionary_8,17799.027777777777,3.7259924090626746,0.8515612257321192,2.135799781470339,0.08077096380440053,0.6640458345749927,0.5105465148259175,0.6769379435816324
am_9db,test,raster_image,linear,17799.027777777777,4.770128086633354,1.071653995299837,2.814576297277414,0.08077096380440053,0.8474454343636817,-0.02394935339397196,0.4024025981061721
am_9db,test,raster_image,local_dictionary_24,17799.027777777777,3.487623222447806,0.7870089822322437,1.9603509053787345,0.08077096380440053,0.6232356857409314,0.6194385202915259,0.709957065468949
am_9db,test,raster_image,local_dictionary_8,17799.027777777777,3.619018187486014,0.8246456206713568,2.0524832087477307,0.08077096380440053,0.6460925295504305,0.5689987594113215,0.6802647887340332
am_9db,test,raster_image,local_pca_16,17799.027777777777,3.939095401240085,0.9037292713660767,2.198253029760151,0.08077096380440053,0.7024605577104563,0.5425973551375485,0.6442561290418501
am_9db,test,raster_image,local_pca_32,17799.027777777777,3.588437374386222,0.8136424635620535,2.041801627179124,0.08077096380440053,0.6410071624749201,0.6158713516304389,0.6996227161225284
am_9db,test,raster_image,local_pca_8,17799.027777777777,6.531087244840148,1.5792751872573005,3.4605678872977723,0.08077096380440053,1.1582760328400703,0.2976638682760218,0.4111270221077543
am_9db,test,raster_image,pca_r32_l01,17799.027777777777,5.275392984550365,1.2480898106514666,2.9581879483176965,0.08077096380440053,0.9367388071816435,0.43502625170503406,0.5355717530655955
am_9db,test,raster_image,pca_r64_l001,17799.027777777777,6.234491127685754,1.5095433277640335,3.4531355172097524,0.08077096380440053,1.106111050112202,0.3077959509345477,0.432203395928163
am_9db,test,raster_image,pca_r64_l01,17799.027777777777,4.771983829101803,1.1339473511776124,2.717423627868658,0.08077096380440053,0.8481204625376204,0.39617762326882466,0.5334660279697191
am_9db,test,raster_image,pca_r64_l1,17799.027777777777,3.790860119534384,0.8578834904449605,2.192241283385508,0.08077096380440053,0.6758671424084908,0.5464880358389355,0.6642323671188243
am_9db,test,raster_image,pca_r96_l01,17799.027777777777,3.95961596188154,0.910912044264573,2.286508258059628,0.08077096380440053,0.7054994724516407,0.5359006427834718,0.6484626303652853
am_9db,test,raster_image,pchip,17799.027777777777,4.81161460554755,1.07983885714649,2.8440786092202552,0.08077096380440053,0.854744614590661,-0.01758798103924704,0.3971883809725114
am_9db,test,raster_image,template_1,17799.027777777777,4.210704310205347,0.9610396265427096,2.4063174341543494,0.08077096380440053,0.749397533940975,0.39337941253153796,0.5825858559495328
am_9db,test,raster_image,zero_fill,17799.027777777777,4.485423418041992,1.0,2.6331294335781688,0.08077096380440053,0.7974226591770637,,0.48308031067052276
am_9db,test,severe_4x,autoregression,17799.027777777777,3.2719088947674404,0.999382899236704,1.5951445382671396,0.4011133790224394,0.9195490315503064,0.026347821880212813,0.10902119272914093
am_9db,test,severe_4x,dictionary_24,17799.027777777777,3.4338438423924558,1.0542123254638467,1.6247908786373626,0.18424528267280108,0.8926164694181978,0.08167008792926027,0.3189782648540247
am_9db,test,severe_4x,dictionary_48,17799.027777777777,3.414799193861933,1.0490504497009625,1.61606866899871,0.18349539662024433,0.8883479143955182,0.09482458765772618,0.3267857985662166
am_9db,test,severe_4x,dictionary_8,17799.027777777777,3.6117949008502688,1.115688670632898,1.7138150589772427,0.19210888946168458,0.9394200051043389,0.009117262091210316,0.24573629217942367
